topk,nume,moeh,sed,h,ffnh,numh,numl,lr,bs,ti,N,Na,M,kvcache,D,D/N,Na/N,loss,smooth loss
3,8,2888,8664,1408,3904,11,16,0.001381,512,19073,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.196771,2.21348270733352
1,89,352,352,1408,3904,11,16,0.001953,32,305175,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.363872,2.4234600004404263
2,88,352,704,1408,3904,11,16,0.001953,32,305175,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.309095,2.3705696308964628
1,8,3528,3528,1408,3904,11,16,0.001953,32,305175,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.244081,2.316801417950596
1,89,352,352,1408,3904,11,16,0.001953,64,152587,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.329011,2.3424737581013644
2,88,352,704,1408,3904,11,16,0.001953,64,152587,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.289686,2.3039762671024038
1,8,3528,3528,1408,3904,11,16,0.001953,64,152587,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.243328,2.255010703726339
1,89,352,352,1408,3904,11,16,0.001953,128,76293,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.363921,2.3130774913163568
2,88,352,704,1408,3904,11,16,0.001953,128,76293,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.319597,2.269606693420656
1,8,3528,3528,1408,3904,11,16,0.001953,128,76293,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.278176,2.22737019352748
1,89,352,352,1408,3904,11,16,0.001953,256,38146,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.28185,2.3047742178398023
2,88,352,704,1408,3904,11,16,0.001953,256,38146,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.243176,2.2655029702312315
1,8,3528,3528,1408,3904,11,16,0.001953,256,38146,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.210089,2.232481824622374
3,8,2888,8664,1408,3904,11,16,0.001953,256,38146,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.169837,2.1936068671543585
1,89,352,352,1408,3904,11,16,0.001953,512,19073,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.30833,2.32616001325922
2,88,352,704,1408,3904,11,16,0.001953,512,19073,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.260842,2.2786034332070177
1,8,3528,3528,1408,3904,11,16,0.001953,512,19073,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.239242,2.2569235623241872
3,8,2888,8664,1408,3904,11,16,0.001953,512,19073,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.207894,2.224800325647514
1,89,352,352,1408,3904,11,16,0.002762,32,305175,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.397552,2.45546690557417
2,88,352,704,1408,3904,11,16,0.002762,32,305175,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.33996,2.400094930769809
1,8,3528,3528,1408,3904,11,16,0.002762,32,305175,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.287428,2.3549780964542446
3,8,2888,8664,1408,3904,11,16,0.002762,32,305175,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.233583,2.30084034543907
1,89,352,352,1408,3904,11,16,0.002762,64,152587,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.355089,2.3693321611716978
2,88,352,704,1408,3904,11,16,0.002762,64,152587,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.310853,2.3243670888187
1,8,3528,3528,1408,3904,11,16,0.002762,64,152587,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.266441,2.281770100461883
3,8,2888,8664,1408,3904,11,16,0.002762,64,152587,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.221605,2.233116064995264
1,89,352,352,1408,3904,11,16,0.002762,128,76293,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.384728,2.3293234829360228
2,88,352,704,1408,3904,11,16,0.002762,128,76293,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.335777,2.283303813288258
1,8,3528,3528,1408,3904,11,16,0.002762,128,76293,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.296113,2.2470140952861364
3,8,2888,8664,1408,3904,11,16,0.002762,128,76293,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.26356,2.2124199642885447
1,89,352,352,1408,3904,11,16,0.002762,256,38146,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.298176,2.3207039063941943
2,88,352,704,1408,3904,11,16,0.002762,256,38146,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.260104,2.2830947555513514
1,8,3528,3528,1408,3904,11,16,0.002762,256,38146,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.222553,2.244664075926839
3,8,2888,8664,1408,3904,11,16,0.002762,256,38146,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.18809,2.2108963403202315
1,89,352,352,1408,3904,11,16,0.002762,512,19073,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.3107,2.327704091366318
2,88,352,704,1408,3904,11,16,0.002762,512,19073,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.280784,2.297991078493654
1,8,3528,3528,1408,3904,11,16,0.002762,512,19073,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.268449,2.2857462304901808
3,8,2888,8664,1408,3904,11,16,0.002762,512,19073,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.234457,2.251613425116321
