h,ffnh,numh,numl,lr,bs,ti,D,N,D/N,loss,smooth loss
1280,9472,10,10,0.0003453,64,381469,50000000000,429260800,116.47930582061068,2.382755,2.290722156498173
960,9368,15,7,0.007812,256,190734,100000000000,214663680,465.84499063837904,2.352373,2.3798171676416984
1280,9472,10,10,0.007812,2048,11920,50000000000,429260800,116.47930582061068,2.333815,2.3272444848776543
1280,9472,10,10,0.0006905,32,762939,50000000000,429260800,116.47930582061068,2.341608,2.321038761230927
1024,9552,16,8,0.0002441,512,76293,80000000000,268304384,298.1688141182218,2.355722,2.367502018418564
1024,9552,16,8,0.0009766,64,610351,80000000000,268304384,298.1688141182218,2.346446,2.341766781894124
1024,9552,16,8,0.01105,352,110973,80000000000,268304384,298.1688141182218,2.328225,2.3370391507646
1280,9472,10,10,0.005524,512,47683,50000000000,429260800,116.47930582061068,2.274103,2.270563519231469
960,9368,15,7,0.0004883,128,381469,100000000000,214663680,465.84499063837904,2.433877,2.367659717245245
960,9368,15,7,0.0009766,192,254313,100000000000,214663680,465.84499063837904,2.397099,2.356888164952008
960,9368,15,7,0.0002441,2048,23841,100000000000,214663680,465.84499063837904,2.445769,2.4541231680528006
960,9368,15,7,0.0006905,1024,47683,100000000000,214663680,465.84499063837904,2.369479,2.382370178346688
1280,9472,10,10,0.01105,128,190734,50000000000,429260800,116.47930582061068,2.38166,2.380826230326287
960,9368,15,7,0.0004883,32,1525878,100000000000,214663680,465.84499063837904,2.428751,2.408143727176552
1024,9552,16,8,0.0009766,192,203450,80000000000,268304384,298.1688141182218,2.317606,2.318252812949141
1280,9472,10,10,0.0006905,256,95367,50000000000,429260800,116.47930582061068,2.270352,2.2699461148171403
1024,9552,16,8,0.0009766,1024,38146,80000000000,268304384,298.1688141182218,2.323241,2.3370716626826185
1024,9552,16,8,0.0004883,32,1220703,80000000000,268304384,298.1688141182218,2.305554,2.373291298563306
1024,9552,16,8,0.005524,1024,38146,80000000000,268304384,298.1688141182218,2.294227,2.3071943407258155
1280,9472,10,10,0.0009766,736,33171,50000000000,429260800,116.47930582061068,2.284757,2.2757902176254645
1024,9552,16,8,0.003906,192,203450,80000000000,268304384,298.1688141182218,2.324732,2.3245314029868087
960,9368,15,7,0.0003453,1024,47683,100000000000,214663680,465.84499063837904,2.393665,2.4067548631038846
960,9368,15,7,0.0009766,1024,47683,100000000000,214663680,465.84499063837904,2.357774,2.3705618233761987
1280,9472,10,10,0.002762,352,69358,50000000000,429260800,116.47930582061068,2.268668,2.256846216026606
960,9368,15,7,0.0006905,32,1525878,100000000000,214663680,465.84499063837904,2.429279,2.4086154406905216
960,9368,15,7,0.003906,128,381469,100000000000,214663680,465.84499063837904,2.435321,2.3731218005500616
960,9368,15,7,0.001381,32,1525878,100000000000,214663680,465.84499063837904,2.441489,2.419490761699607
1024,9552,16,8,0.005524,352,110973,80000000000,268304384,298.1688141182218,2.30489,2.31456560595534
1280,9472,10,10,0.005524,2048,11920,50000000000,429260800,116.47930582061068,2.317239,2.3107227310410337
1024,9552,16,8,0.001381,256,152587,80000000000,268304384,298.1688141182218,2.304072,2.312379838553803
1024,9552,16,8,0.0009766,32,1220703,80000000000,268304384,298.1688141182218,2.310436,2.3830296117116463
1280,9472,10,10,0.005524,1024,23841,50000000000,429260800,116.47930582061068,2.275781,2.2841504146636544
960,9368,15,7,0.005524,192,254313,100000000000,214663680,465.84499063837904,2.407685,2.369564867489477
960,9368,15,7,0.0002441,128,381469,100000000000,214663680,465.84499063837904,2.448428,2.3844294408157
960,9368,15,7,0.001381,256,190734,100000000000,214663680,465.84499063837904,2.322948,2.351777032591648
960,9368,15,7,0.0009766,256,190734,100000000000,214663680,465.84499063837904,2.327252,2.3556059482698224
960,9368,15,7,0.001953,1024,47683,100000000000,214663680,465.84499063837904,2.343277,2.355723076508513
1280,9472,10,10,0.001953,32,762939,50000000000,429260800,116.47930582061068,2.374369,2.3598201928555778
960,9368,15,7,0.0006905,64,762939,100000000000,214663680,465.84499063837904,2.370881,2.3735178225561984
960,9368,15,7,0.007812,32,1525878,100000000000,214663680,465.84499063837904,2.554162,2.533246275326859
960,9368,15,7,0.001953,736,66342,100000000000,214663680,465.84499063837904,2.364721,2.349986728281328
960,9368,15,7,0.005524,1024,47683,100000000000,214663680,465.84499063837904,2.328834,2.342157021169182
1280,9472,10,10,0.0006905,352,69358,50000000000,429260800,116.47930582061068,2.282735,2.2746774291881264
1024,9552,16,8,0.01105,32,1220703,80000000000,268304384,298.1688141182218,2.469269,2.5565670114840526
960,9368,15,7,0.002762,128,381469,100000000000,214663680,465.84499063837904,2.42881,2.3658819905833437
960,9368,15,7,0.001953,352,138716,100000000000,214663680,465.84499063837904,2.34214,2.3479131840225014
1280,9472,10,10,0.01105,32,762939,50000000000,429260800,116.47930582061068,2.541102,2.5305816047880176
960,9368,15,7,0.001953,256,190734,100000000000,214663680,465.84499063837904,2.322113,2.3504055117647487
1280,9472,10,10,0.0006905,512,47683,50000000000,429260800,116.47930582061068,2.284502,2.2799890022134486
1024,9552,16,8,0.01105,256,152587,80000000000,268304384,298.1688141182218,2.35242,2.3578736034593297
1280,9472,10,10,0.001953,2048,11920,50000000000,429260800,116.47930582061068,2.313457,2.3066412662887785
1280,9472,10,10,0.0009766,1024,23841,50000000000,429260800,116.47930582061068,2.279144,2.287555419507644
960,9368,15,7,0.0003453,512,95367,100000000000,214663680,465.84499063837904,2.391627,2.388892465508027
1024,9552,16,8,0.0006905,1024,38146,80000000000,268304384,298.1688141182218,2.334864,2.3486090279427883
1280,9472,10,10,0.0009766,256,95367,50000000000,429260800,116.47930582061068,2.266384,2.265202587741609
1280,9472,10,10,0.0006905,128,190734,50000000000,429260800,116.47930582061068,2.270832,2.2722661166117057
1024,9552,16,8,0.007812,192,203450,80000000000,268304384,298.1688141182218,2.347521,2.348540379167861
960,9368,15,7,0.0009766,2048,23841,100000000000,214663680,465.84499063837904,2.382764,2.390779339066178
960,9368,15,7,0.002762,32,1525878,100000000000,214663680,465.84499063837904,2.467844,2.4444715660774494
1024,9552,16,8,0.005524,192,203450,80000000000,268304384,298.1688141182218,2.334937,2.3354867212644166
960,9368,15,7,0.003906,256,190734,100000000000,214663680,465.84499063837904,2.325314,2.353908375904682
960,9368,15,7,0.0002441,736,66342,100000000000,214663680,465.84499063837904,2.425437,2.4103654349719705
1024,9552,16,8,0.0003453,256,152587,80000000000,268304384,298.1688141182218,2.331785,2.3419364380861367
1024,9552,16,8,0.0006905,64,610351,80000000000,268304384,298.1688141182218,2.342806,2.3387038750796525
1280,9472,10,10,0.002762,256,95367,50000000000,429260800,116.47930582061068,2.26295,2.260271593806434
960,9368,15,7,0.005524,256,190734,100000000000,214663680,465.84499063837904,2.332844,2.359938746878039
1280,9472,10,10,0.0002441,64,381469,50000000000,429260800,116.47930582061068,2.386691,2.2955731434390456
960,9368,15,7,0.002762,2048,23841,100000000000,214663680,465.84499063837904,2.352728,2.360710251787306
1280,9472,10,10,0.001953,64,381469,50000000000,429260800,116.47930582061068,2.390102,2.3021162377655826
1024,9552,16,8,0.0004883,736,53074,80000000000,268304384,298.1688141182218,2.340559,2.35155099634217
1024,9552,16,8,0.0006905,256,152587,80000000000,268304384,298.1688141182218,2.315946,2.3253337521085053
1280,9472,10,10,0.001381,128,190734,50000000000,429260800,116.47930582061068,2.268898,2.2682934156213674
960,9368,15,7,0.005524,736,66342,100000000000,214663680,465.84499063837904,2.359013,2.344456954054861
960,9368,15,7,0.0002441,32,1525878,100000000000,214663680,465.84499063837904,2.436425,2.4149911317338746
1280,9472,10,10,0.0009766,512,47683,50000000000,429260800,116.47930582061068,2.276339,2.2719770796023435
1280,9472,10,10,0.0009766,128,190734,50000000000,429260800,116.47930582061068,2.268314,2.269611208400272
960,9368,15,7,0.0002441,1024,47683,100000000000,214663680,465.84499063837904,2.407506,2.4212090431141293
1024,9552,16,8,0.0009766,256,152587,80000000000,268304384,298.1688141182218,2.307856,2.3167752140869413
1280,9472,10,10,0.0009766,2048,11920,50000000000,429260800,116.47930582061068,2.318591,2.312226105057901
1024,9552,16,8,0.001381,64,610351,80000000000,268304384,298.1688141182218,2.349849,2.345352454589413
960,9368,15,7,0.0004883,1024,47683,100000000000,214663680,465.84499063837904,2.380701,2.3933363850588103
1280,9472,10,10,0.0003453,352,69358,50000000000,429260800,116.47930582061068,2.30142,2.292157272613764
1024,9552,16,8,0.005524,2048,19073,80000000000,268304384,298.1688141182218,2.328851,2.330352331519609
960,9368,15,7,0.0006905,128,381469,100000000000,214663680,465.84499063837904,2.426921,2.36349684322996
1280,9472,10,10,0.0003453,352,11097,8000000000,429260800,18.63668893129771,2.52349,2.4967282518721268
1280,9472,10,10,0.0003453,736,5307,8000000000,429260800,18.63668893129771,2.551696,2.5461344334987177
2048,8192,16,16,0.01105,352,27743,20000000000,1073741824,18.62645149230957,6.448116,6.441123968429631
2048,8192,16,16,0.002762,736,13268,20000000000,1073741824,18.62645149230957,2.261693,2.272775402725349
2048,8192,16,16,0.0002441,736,13268,20000000000,1073741824,18.62645149230957,2.283835,2.295121464572322
1280,9472,10,10,0.001953,256,15258,8000000000,429260800,18.63668893129771,2.475902,2.4563287365186093
1280,9472,10,10,0.003906,736,5307,8000000000,429260800,18.63668893129771,2.52603,2.520036856405836
1280,9048,10,13,0.0009766,32,152587,10000000000,536872960,18.626380438307045,2.414395,2.419234339378818
1280,9048,10,13,0.001953,2048,2384,10000000000,536872960,18.626380438307045,2.499986,2.501752130434279
1280,9472,10,10,0.005524,32,122070,8000000000,429260800,18.63668893129771,2.754362,2.6736363461277977
1280,9472,10,10,0.0003453,2048,1907,8000000000,429260800,18.63668893129771,2.678938,2.691513906478911
960,9368,15,7,0.005524,256,7629,4000000000,214663680,18.63379962553516,2.752003,2.698275872794284
960,9368,15,7,0.0004883,128,15258,4000000000,214663680,18.63379962553516,2.700275,2.6694388730108467
1280,9472,10,10,0.001953,512,7629,8000000000,429260800,18.63668893129771,2.477001,2.472118528364322
1280,9472,10,10,0.001953,64,61035,8000000000,429260800,18.63668893129771,2.502586,2.451678961822482
1280,9472,10,10,0.003906,128,30517,8000000000,429260800,18.63668893129771,2.513607,2.480419598748144
2048,8192,16,16,0.005524,128,76293,20000000000,1073741824,18.62645149230957,2.359354,2.308050052816881
1280,9472,10,10,0.003906,64,61035,8000000000,429260800,18.63668893129771,2.53683,2.4889658521243123
960,9368,15,7,0.01562,192,10172,4000000000,214663680,18.63379962553516,6.543977,6.512177819294824
1280,9472,10,10,0.003906,256,15258,8000000000,429260800,18.63668893129771,2.502997,2.484266669670752
960,9368,15,7,0.01562,32,61035,4000000000,214663680,18.63379962553516,6.457381,6.437593363596776
2048,8192,16,16,0.0002441,256,38146,20000000000,1073741824,18.62645149230957,2.233816,2.257944809992964
2048,8192,16,16,0.003906,2048,4768,20000000000,1073741824,18.62645149230957,2.372717,2.3545615967846976
960,9368,15,7,0.0009766,1024,1907,4000000000,214663680,18.63379962553516,2.775475,2.792431709894802
1024,9552,16,8,0.005524,512,4768,5000000000,268304384,18.635550882388863,2.670606,2.647839122727214
1024,9552,16,8,0.007812,512,4768,5000000000,268304384,18.635550882388863,2.705282,2.682522716219692
1280,9472,10,10,0.001953,736,5307,8000000000,429260800,18.63668893129771,2.495185,2.4890662204428518
2048,8192,16,16,0.01105,32,305175,20000000000,1073741824,18.62645149230957,7.208395,7.191355435675201
1280,9472,10,10,0.01562,256,15258,8000000000,429260800,18.63668893129771,6.900774,6.871360875828962
1280,9048,10,13,0.0003453,64,76293,10000000000,536872960,18.626380438307045,2.416894,2.4047592233048696
960,9368,15,7,0.002762,256,7629,4000000000,214663680,18.63379962553516,2.689792,2.6358803404164144
1024,9552,16,8,0.0004883,352,6935,5000000000,268304384,18.635550882388863,2.671094,2.637074359532271
960,9368,15,7,0.003906,64,30517,4000000000,214663680,18.63379962553516,2.637723,2.6348261032526943
1024,9552,16,8,0.01562,32,76293,5000000000,268304384,18.635550882388863,4.697798,4.770205964245161
1280,9472,10,10,0.002762,128,30517,8000000000,429260800,18.63668893129771,2.489362,2.4567147682415795
960,9368,15,7,0.001381,64,30517,4000000000,214663680,18.63379962553516,2.635494,2.631063629137486
1280,9472,10,10,0.003906,1024,3814,8000000000,429260800,18.63668893129771,2.544383,2.5486797138508197
2048,8192,16,16,0.001953,736,13268,20000000000,1073741824,18.62645149230957,2.249995,2.261154727440082
960,9368,15,7,0.01562,128,15258,4000000000,214663680,18.63379962553516,6.911527,6.89535783586173
960,9368,15,7,0.001381,512,3814,4000000000,214663680,18.63379962553516,2.690903,2.7026081545172187
1024,9552,16,8,0.001381,192,12715,5000000000,268304384,18.635550882388863,2.608315,2.576409786115213
960,9368,15,7,0.002762,64,30517,4000000000,214663680,18.63379962553516,2.633639,2.625073650785905
2048,8192,16,16,0.0006905,192,50862,20000000000,1073741824,18.62645149230957,2.233361,2.230837152230276
1024,9552,16,8,0.01105,352,6935,5000000000,268304384,18.635550882388863,2.716071,2.68231155064014
960,9368,15,7,0.005524,736,2653,4000000000,214663680,18.63379962553516,2.744512,2.7622197776452118
1024,9552,16,8,0.001953,352,6935,5000000000,268304384,18.635550882388863,2.62028,2.5879286519226774
2048,8192,16,16,0.0003453,64,152587,20000000000,1073741824,18.62645149230957,2.228911,2.241517450217004
2048,8192,16,16,0.005524,1024,9536,20000000000,1073741824,18.62645149230957,5.126578,5.114971536926374
1280,9048,10,13,0.0006905,2048,2384,10000000000,536872960,18.626380438307045,2.536239,2.537883809535119
1024,9552,16,8,0.001953,1024,2384,5000000000,268304384,18.635550882388863,2.674304,2.668147937147804
2048,8192,16,16,0.002762,32,305175,20000000000,1073741824,18.62645149230957,2.308105,2.363825364959933
1280,9472,10,10,0.001381,736,5307,8000000000,429260800,18.63668893129771,2.492108,2.485817498828665
1280,9048,10,13,0.01562,32,152587,10000000000,536872960,18.626380438307045,7.153533,7.180832855765101
960,9368,15,7,0.001953,736,2653,4000000000,214663680,18.63379962553516,2.691092,2.708034817459325
1024,9552,16,8,0.0221,32,76293,5000000000,268304384,18.635550882388863,6.230215,6.340044856080366
1280,9472,10,10,0.001381,1024,3814,8000000000,429260800,18.63668893129771,2.508139,2.51177641445958
960,9368,15,7,0.001953,2048,953,4000000000,214663680,18.63379962553516,2.957443,2.9558602715613502
1280,9472,10,10,0.002762,192,20345,8000000000,429260800,18.63668893129771,2.506061,2.466986481966808
960,9368,15,7,0.01105,64,30517,4000000000,214663680,18.63379962553516,6.846703,6.880301326892555
960,9368,15,7,0.0009766,2048,953,4000000000,214663680,18.63379962553516,2.995705,2.9942447837530244
2048,8192,16,16,0.0003453,736,13268,20000000000,1073741824,18.62645149230957,2.263231,2.274550235060009
1024,9552,16,8,0.0006905,64,38146,5000000000,268304384,18.635550882388863,2.568233,2.5776533698977264
1280,9472,10,10,0.01562,512,7629,8000000000,429260800,18.63668893129771,6.731672,6.71244258291757
2048,8192,16,16,0.0003453,32,305175,20000000000,1073741824,18.62645149230957,2.189603,2.2627303553150804
2048,8192,16,16,0.007812,128,76293,20000000000,1073741824,18.62645149230957,2.457494,2.404419892474048
2048,8192,16,16,0.001381,32,305175,20000000000,1073741824,18.62645149230957,2.23242,2.300288560265704
2048,8192,16,16,0.003906,192,50862,20000000000,1073741824,18.62645149230957,2.273281,2.268642317374117
1280,9472,10,10,0.0003453,192,20345,8000000000,429260800,18.63668893129771,2.511857,2.4732701732258757
1280,9048,10,13,0.0009766,512,9536,10000000000,536872960,18.626380438307045,2.410264,2.412068051496651
2048,8192,16,16,0.001381,64,152587,20000000000,1073741824,18.62645149230957,2.233462,2.246826761688196
2048,8192,16,16,0.002762,256,38146,20000000000,1073741824,18.62645149230957,2.226358,2.2480575070132645
960,9368,15,7,0.001953,64,30517,4000000000,214663680,18.63379962553516,2.628162,2.622431654485119
1024,9552,16,8,0.003906,736,3317,5000000000,268304384,18.635550882388863,2.66355,2.642324606809225
960,9368,15,7,0.005524,128,15258,4000000000,214663680,18.63379962553516,2.728537,2.698850576561012
1280,9472,10,10,0.003906,512,7629,8000000000,429260800,18.63668893129771,2.517467,2.5129862518498194
2048,8192,16,16,0.0003453,128,76293,20000000000,1073741824,18.62645149230957,2.290504,2.239828798545908
960,9368,15,7,0.0006905,1024,1907,4000000000,214663680,18.63379962553516,2.789407,2.806351669158716
2048,8192,16,16,0.0009766,64,152587,20000000000,1073741824,18.62645149230957,2.2297,2.242496681011842
1280,9048,10,13,0.003906,512,9536,10000000000,536872960,18.626380438307045,2.436797,2.438574307100084
1280,9048,10,13,0.003906,192,25431,10000000000,536872960,18.626380438307045,2.441714,2.425308316119919
2048,8192,16,16,0.0009766,32,305175,20000000000,1073741824,18.62645149230957,2.215128,2.281407457259213
1280,9048,10,13,0.01105,128,38146,10000000000,536872960,18.626380438307045,2.572016,2.556539083134344
960,9368,15,7,0.0004883,512,3814,4000000000,214663680,18.63379962553516,2.729671,2.7425708582335857
1024,9552,16,8,0.003906,352,6935,5000000000,268304384,18.635550882388863,2.643533,2.609346649976277
1280,9472,10,10,0.0009766,64,61035,8000000000,429260800,18.63668893129771,2.489618,2.442542099506696
